,
50,2.2006386793331254
100,-253.44495180577474
150,8.442319149828343
200,50.96757649065825
250,50.506852485896495
300,32.12253611382998
350,99.98137613768166
400,148.92937863213496
450,174.64811010088528
500,186.79156905915139
550,205.3205486097806
600,219.73158719457882
650,249.08357006822143
700,290.76028088228384
750,304.89387293291253
800,323.38202574405483
850,352.33403373773046
900,384.23360642679296
950,389.3051361590866
1000,434.71456003116646
1050,451.05536046526106
1100,490.49230593109087
1150,532.2101321810907
1200,500.18115096299357
1250,518.7283049020558
1300,555.104369747368
1350,599.0798560165711
1400,626.7508154469613
1450,652.1551086985235
1500,676.6154407627904
1550,698.5878979699481
1600,723.4831088604166
1650,759.1321827994789
1700,793.9062310213535
1750,830.065127208853
1800,840.0771436400286
1850,892.1606771074208
1900,898.8690955270591
1950,900.7836983528921
2000,914.645975110474
2050,939.7183179704776
2100,964.1505309045722
2150,994.7399089174511
2200,1013.497943389076
2250,1042.486898418968
2300,1069.06151816761
2350,1044.4563154757914
2400,1072.7663016113218
2450,1100.9169599603047
2500,1133.7322410789802
2550,1144.7745294495148
2600,1181.3210277635758
2650,1218.238729546387
2700,1239.0958089791247
2750,1166.1482689262934
2800,1182.1067271379331
2850,1222.939787997151
2900,1243.9589620541037
2950,1278.521847868165
3000,1287.8747942048042
3050,1340.93787395296
3100,1369.275785484209
3150,982.6622987013839
3200,1397.7764622371114
3250,1284.0382469535284
3300,1381.2006051053604
3350,1402.8251532350475
3400,1425.103827292
3450,1448.879733874157
3500,1457.233178887034
3550,1473.1255031890494
3600,1486.644002643909
3650,1512.6934251992989
3700,1515.2251828767685
3750,1546.540754268051
3800,1565.239300936394
3850,1593.442875592644
3900,1630.9745137176433
3950,1662.0686301175679
4000,1661.9028604336456
4050,1698.2521995984105
4100,1329.1899599405851
4150,1740.0951483841254
4200,1733.355607617825
4250,1326.8557683821855
4300,1342.9996619922179
4350,1352.743779172907
4400,1380.401499546548
4450,1417.2078603606094
4500,1453.6311206418586
4550,1483.6897523855334
4600,1493.9445788437986
4650,1518.6717470042552
4700,1552.7228145341467
4750,1574.7140412182403
4800,1605.9924776573016
4850,1619.534947896816
4900,1655.9633415934884
4950,1678.2845769416742
5000,1687.0831593295222
5050,1715.248382602099
5100,1744.6446436674723
5150,1757.4618152241744
5200,1790.6532702540655
5250,1813.753951932893
5300,1833.573556925783
5350,1863.0890686300193
5400,1861.196874074471
5450,1918.380210819376
5500,1951.9740265943008
5550,1977.300307249192
5600,1999.4725058284282
5650,2033.611883841306
5700,2063.663457780369
